train_loss,train_acc,val_loss,val_acc,val_f1_score,val_auc,train_timer,val_timer
4.263104711260114,0.1387239926095519,3.617790699005127,0.2425093632958801,0.0082757359707084,0.5757349679928029,103.773389399983,23.68071330001112
3.4017023018428256,0.2389246544667652,3.2543835639953613,0.3130461922596754,0.0282141296412918,0.6393084625456505,98.34387219999915,23.470486300007902
2.8944010393960133,0.3217444164412362,2.840667963027954,0.3448293799417395,0.0351455485040098,0.7072371235555314,100.4964028999675,24.967263200029265
2.673260825020926,0.3619671463966369,2.638465881347656,0.3831148564294632,0.0598584574206241,0.7294905044620077,100.8865272999974,23.954969899961725
2.560910769871303,0.3876888411385672,2.526744842529297,0.3957032875572201,0.086121459874306,0.7676848897822451,98.26114220003365,23.43918330001179
2.469884668077741,0.4118443472044809,2.4141335487365723,0.426133999167707,0.1046909337300432,0.7971735536058335,99.28962950001004,24.310527099994943
2.3805816173553467,0.4429226389953068,2.27396821975708,0.4752392842280483,0.1217208246471303,0.8410314022116065,99.91199210000924,24.088788799999747
2.2782000473567416,0.4763208755425044,2.173220634460449,0.513160632542655,0.1560867344352922,0.8628053652959159,98.43980759999248,23.45838550000917
2.195217030388968,0.5043777525424957,2.142064094543457,0.5118081564710778,0.1669996568485686,0.8649238035438833,99.15006600000196,23.8744532999699
2.105141878128052,0.5349067619868687,1.9868279695510864,0.5769350811485643,0.1986542635814268,0.891274750352964,100.48905440000816,23.466113000002224
2.018229688916888,0.5646433745111737,1.868786334991455,0.611839367457345,0.2197858407600682,0.910715551125762,98.32018659997266,23.422855599957984
1.934492009026664,0.5936433162008014,1.773627519607544,0.6498647523928422,0.2661706075661068,0.9232844907812784,100.03302179998718,24.22033390001161
1.849121417318072,0.6242907983916146,1.694737672805786,0.6801914273824387,0.2928009334187116,0.927467509693738,100.04272720002336,24.08751570002641
1.7755212954112465,0.6515057682991028,1.613241195678711,0.7089055347482314,0.3390156537918249,0.9469992790852788,101.20388879999518,25.67167160002282
1.7056385959897722,0.6735201563153949,1.559326171875,0.7302850603412401,0.3663684537147675,0.948243429527844,101.56730840000093,24.63357229996473
1.6461371864591323,0.6951337371553693,1.4932496547698977,0.7491156887224303,0.3845766966620772,0.9592031067317508,103.84663990000264,24.44065689999843
1.5916592904499598,0.7159003359930856,1.4411097764968872,0.7697669579692051,0.410806062542639,0.9630806787388394,102.17938960000174,26.26884210004937
1.5414981501443046,0.7322738426072257,1.4120224714279177,0.7836558468580941,0.4301041820666748,0.9721915275150836,101.01171440002508,25.265240699984133
1.4974632944379531,0.7491011108670916,1.366161823272705,0.8012900540990429,0.4570466137690424,0.9759202651857496,100.3569062000024,24.09405189997051
1.457755718912397,0.7623805574008397,1.3277606964111328,0.8129421556387848,0.4726876734792038,0.9767267587870958,109.94381340005202,25.9209824000136
1.419805441583906,0.7759523221424648,1.2925819158554075,0.8252704952143154,0.4908315838676254,0.9799924973737209,111.05527130002156,26.738619300012942
1.39009085723332,0.7890224967684064,1.269097924232483,0.8340095713691219,0.5129956968500772,0.979692780220744,107.75050480000208,26.12441409996245
1.3619075332369124,0.7974008747509548,1.242822289466858,0.8463899292550978,0.5281713869352224,0.9848277929268074,109.68743240000911,26.88918370002648
1.331525479044233,0.8098987426076617,1.22353196144104,0.8519038701622972,0.5451215386625575,0.9878619031785878,109.32673039997462,26.299265300040133
1.3108985764639718,0.8159465193748474,1.20013427734375,0.8588743237619643,0.5777195384361047,0.9836699475035016,108.5322197000496,26.531697099970188
1.2878432273864746,0.8254175441605704,1.1795718669891355,0.8643362463587183,0.576783330677318,0.9823956335440006,109.82327409996653,26.61857729998883
1.2672713824680872,0.832559517451695,1.1670609712600708,0.8684456928838952,0.5923066107070979,0.9830564499658052,109.96403659996577,26.364807299978565
1.249476637159075,0.8398238165037972,1.1527469158172607,0.8756242197253433,0.6212866601813679,0.9845469945356672,110.06184169999324,26.48192430002382
1.235340220587594,0.843126620565142,1.1439919471740725,0.8794215563878485,0.6451356938923508,0.9853292039363408,111.21886500000257,26.7971966000041
